#Wave		#Intensity
3201.549805	144.420578
3200.847656	170.342224
3200.145508	111.072929
3199.443359	144.369049
3198.740234	133.239960
3198.038086	99.912132
3197.334961	210.887970
3196.632813	144.266006
3195.929688	188.621872
3195.226563	118.329857
3194.523438	140.491623
3193.819336	140.466537
3193.116211	140.441467
3192.412109	107.159874
3191.708984	206.892456
3191.004883	147.753937
3190.300781	177.273071
3189.596680	140.316116
3188.892578	188.285370
3188.188477	129.192368
3187.483398	184.527557
3186.779297	195.564270
3186.074219	132.812378
3185.369141	121.722939
3184.664063	143.828674
3183.958984	121.679443
3183.253906	151.150482
3182.548828	129.007843
3181.842773	147.411194
3181.137695	173.177200
3180.431641	158.410400
3179.725586	162.065384
3179.019531	125.209961
3178.313477	136.233551
3177.607422	132.527863
3176.901367	154.588196
3176.194336	139.840515
3175.488281	161.891647
3174.781250	143.469208
3174.074219	128.731400
3173.367188	161.804825
3172.660156	154.422440
3171.953125	110.282013
3171.245117	158.042618
3170.538086	161.689102
3169.830078	124.919235
3169.122070	161.631271
3168.414063	176.293488
3167.706055	209.311050
3166.998047	154.201614
3166.290039	132.149155
3165.582031	135.795670
3164.873047	176.135834
3164.164063	154.091278
3163.455078	198.081894
3162.747070	124.695915
3162.037109	135.674210
3161.328125	139.316147
3160.619141	95.304504
3159.909180	194.239792
3159.200195	157.562576
3158.490234	175.852310
3157.780273	179.483765
3157.070313	194.100739
3156.360352	106.187050
3155.650391	172.065430
3154.940430	131.771194
3154.229492	124.428291
3153.519531	117.088005
3152.808594	149.992142
3152.097656	135.334518
3151.386719	138.967316
3150.675781	146.255173
3149.963867	230.310638
3149.252930	138.892639
3148.541016	124.250099
3147.830078	138.842880
3147.118164	146.124207
3146.406250	146.098022
3145.694336	124.161064
3144.982422	178.905945
3144.269531	164.271927
3143.557617	145.993317
3142.844727	124.072083
3142.132813	207.965912
3141.419922	105.788246
3140.707031	207.891357
3139.994141	167.741882
3139.280273	164.065903
3138.567383	178.617508
3137.854492	145.784073
3137.140625	156.689774
3136.426758	138.445190
3135.712891	200.345276
3134.999023	145.679520
3134.285156	178.425400
3133.571289	178.393402
3132.856445	131.041031
3132.142578	156.493149
3131.427734	152.826355
3130.712891	229.198395
3129.998047	181.870850
3129.283203	174.564682
3128.568359	170.897247
3127.853516	149.053833
3127.137695	152.661880
3126.422852	174.439407
3125.707031	254.345154
3124.991211	188.908203
3124.275391	141.655716
3123.559570	156.156479
